libtech_id,lib_name,lib_website,lib_catalog,city_county,state,popu_lsa_2019,web_visits_2019,locale_mod,cen_tract
4957,"Villa Park Public Library",https://www.vppl.info/,https://catalog.swanlibraries.net,Villa Park,IL,21904,66030,21,8438
17726,"Viola Public Library District",https://violapubliclibrary.webs.com/,http://rsacat.alsrsa.org/uhtbin/cgisirsi/4MuAyh5UTb/VIOLA-PLD/127010149/60/1182/X,Viola,IL,2245,2261,42,404
17731,"Warren County Public Library District",https://wcplibrary.org/,http://cardcatalog.wcplibrary.org:8081/webopac/main?siteid=monmouth,Warren County,IL,17707,44478,42,8704
17730,"Warren Township Public Library",http://wtpl.weebly.com/,http://search.prairiecat.info/iii/encore/?lang=eng,Warren,IL,1601,-1,43,201
7554,"Warrenville Public Library District",https://www.warrenville.com/,http://ipac.warrenville.com/,Warrenville,IL,13551,744098,21,8416.07
6032,"Washington District Library",https://washingtondl.org/,http://carlweb.alsrsa.org:1080/,Washington,IL,23604,-1,21,223
12932,"Morrison-Talbott Library",https://waterloolibrary.org/,http://webcat.lcls.org/,Waterloo,IL,10874,46440,31,6004.01
17740,"Clinton Township Public Library",https://www.ctplibrary.org/,http://search.prairiecat.info/,Waterman,IL,1868,-1,42,18
17742,"Wauconda Area Public Library District",https://www.wauclib.org/,http://catalog.wauclib.org/polaris/default.aspx?ctx=3.1033.0.0.1,Wauconda,IL,27246,183622,21,8642.05
4008,"Waukegan Public Library",https://www.waukeganpl.org/,https://waukp.na.iiivega.com/,Waukegan,IL,89078,88240,21,8622
17746,"Weldon Public Library District",https://www.weldon.lib.il.us/,http://hip.rpls.ws/ipac20/ipac.jsp?profile=welpwel,Weldon,IL,832,384,42,9715
6950,"West Chicago Public Library",https://wcpld.info/,https://catalog.swanlibraries.net,West Chicago,IL,2695598,10658575,11,8391
17749,"West Frankfort Public Library",https://westfrankfortpubliclibrary.org/?doing_wp_cron=1679814706.5106670856475830078125,http://ipac.shawls.lib.il.us:8080/ipac20/ipac.jsp?profile=dial29&reloadxsl=true,West Frankfort,IL,8182,-1,31,409
7874,"Westchester Public Library",https://westchesterpl.org/,https://catalog.swanlibraries.net,Westchester,IL,8586,-1,32,9513
7874,"Westchester Public Library",https://westchesterpl.org/,https://catalog.swanlibraries.net,Westchester,IL,16718,82248,21,8184.01
6082,"Thomas Ford Memorial Library",https://fordlibrary.org/,https://catalog.swanlibraries.net,Western Springs,IL,12975,40164,21,8198.01
7875,"Westmont Public Library",https://westmontlibrary.org/,https://catalog.swanlibraries.net,Westmont,IL,24685,490132,21,8447.01
155,"Wheaton Public Library",https://wheatonlibrary.org,https://catalog.wheatonlibrary.org/Polaris/,Wheaton,IL,52894,195870,21,8425
17448,"Indian Trails Public Library District",https://www.indiantrailslibrary.org/,https://ccs.polarislibrary.com/polaris/search/,Wheeling,IL,67010,1469594,21,8025.04
12947,"White Hall Township Library",https://whitehalltownshiplibrary.org/,http://webcat.lcls.org/,White Hall,IL,3040,-1,32,9739
6101,"Wilmington Public Library District",https://www.wilmingtonlibrary.org/,http://search.prairiecat.info/,Wilmington,IL,9345,32724,31,8834.01
17761,"Winfield Public Library",https://www.winfield.lib.il.us/,http://winf-verso.auto-graphics.com/iluminar/home.asp?lid=winf#winf,Winfield,IL,9080,21428,21,8414.03
17762,"Winnebago Public Library District",https://www.winnebagopubliclibrary.org/,http://wpl-cat.linkpc.net/,Winnebago,IL,7913,48666,21,42
17766,"Wood Dale Public Library District",https://www.wooddalelibrary.org/,https://catalog.swanlibraries.net,Wood Dale,IL,13166,47218,21,8401.01
12949,"Wood River Public Library",https://www.woodriverlibrary.org/,http://webcat.lcls.org/,Wood River,IL,10657,21714,23,4011
7877,"Woodridge Public Library",https://www.woodridgelibrary.org/,https://catalog.swanlibraries.net,Woodridge,IL,32971,347534,21,8463.05
13127,"Woodstock Public Library",https://www.woodstockpubliclibrary.org/library,http://www.niclibraries.org/,Woodstock,IL,25528,54954,31,8709.04
17979,"Akron Carnegie Public Library",https://www.akron.lib.in.us/,http://evergreen.lib.in.us/eg/opac/home?locg=270,Akron,IN,3048,8589,42,9535
18012,"Alexandria-Monroe Public Library",https://www.alexlibrary.net/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml?ol=89,Alexandria,IN,8786,15270,23,106
2739,"Allen County Public Library",https://acpl.lib.in.us/,http://webcat.acpl.lib.in.us/uhtbin/cgisirsi/x/0/0/49,Allen County,IN,355329,4010961,11,12
1375,"Anderson Public Library",https://www.and.lib.in.us/,http://208.119.128.239:8002/,Anderson,IN,70954,290925,13,119
17913,"Argos Public Library",https://argospubliclibrary.com/,http://catalog.argos.lib.in.us:8080/,Argos,IN,3850,2000,42,208
17958,"Attica Public Library",https://www.attica.lib.in.us/,http://evergreen.lib.in.us/opac/en-US/skin/craftsman/xml/index.xml?ol=apla,Attica,IN,4354,40000,32,9577
4580,"Bartholomew County Public Library",https://www.mybcpl.org/home,http://barth.ent.sirsi.net,Bartholomew County,IN,76418,204411,13,101
1977,"Batesville Memorial Public Library",https://ebatesville.com/,http://evergreen.lib.in.us/opac/en-US/skin/craftsman/xml/index.xml,Batesville,IN,10852,28218,32,9685
1980,"Bedford Public Library",https://www.bedlib.org/,http://bed.ent.sirsi.net/client/en_US/default/,Bedford,IN,34125,386955,32,9509
17947,"Benton County Public Library",https://www.benton.lib.in.us/,http://koha.incolsa.net,Benton County,IN,4242,800,42,1002
17922,"Berne Public Library",https://www.bernepl.lib.in.us/,http://www.bernepl.lib.in.us/webopac/,Berne,IN,3999,-1,32,306
17820,"Bicknell-Vigo Township Public Library",https://bicknell-vigo.lib.in.us/,http://bvtpl-verso.auto-graphics.com/,Bicknell,IN,4516,18250,33,9550
17946,"Boswell-Grant Township Public Library",https://boswelllibrary.org/,http://evergreen.lib.in.us/,Boswell,IN,1056,1360,42,1003
18026,"Brazil Public Library",https://brazil.lib.in.us/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml,Brazil,IN,8471,50473,23,401
7955,"Bremen Public Library",https://www.bremen.lib.in.us/,https://bremen.tlcdelivers.com/#section=home,Bremen,IN,8902,35154,32,201.01
2829,"Brookston-Prairie Township Public Library",https://brookstonlibrary.org/,http://evergreen.lib.in.us/opac/en-US/skin/craftsman/xml/index.xml?ol=BPPL,Brookston,IN,3180,1760,42,9588
18108,"Brown County Public Library",https://browncountylibrary.info/,https://brown.tlcdelivers.com:8480/,Brown County,IN,15242,18304,42,9748
3254,"Brownsburg Public Library",https://www.bburglibrary.net/,http://catalog.bburglibrary.net/POLARIS/search/,Brownsburg,IN,40258,95649,21,2102.02
18123,"Brownstown Public Library",https://www.brownstown.lib.in.us/,http://evergreen.lib.in.us/,Brownstown,IN,7080,2964,32,9681
9797,"Butler Public Library",http://www.butlerpubliclibrary.net/,http://evergreen.lib.in.us/,Butler,IN,2684,12219,32,203
18023,"Cambridge City Public Library",https://www.ccitypl.org/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml,Cambridge City,IN,5306,19000,32,106
17951,"Camden-Jackson Township Public Library",https://camden.lib.in.us/,http://evergreen.lib.in.us/eg/opac/,Camden,IN,1391,2017,42,9593
3255,"Carmel Clay Public Library",https://carmelclaylibrary.org/,http://webcat.carmel.lib.in.us/,Carmel,IN,83293,875422,13,1110.07
18020,"Henry Henley Public Library",https://henryhenley.lib.in.us/,http://evergreen.lib.in.us/eg/opac/advanced?locg=73,Carthage,IN,927,87,42,9742
12640,"Logansport-Cass County Public Library",https://logan.lib.in.us/,http://catalog.logan.lib.in.us/polaris/Search/,Cass County,IN,34992,-1,32,9515
18025,"Centerville-Center Township Public Library",https://centervillelibrary.info/,http://evergreen.lib.in.us/opac/en-US/skin/craftsman/xml/index.xml?ol=174,Centerville,IN,7579,12652,32,108
3132,"Westchester Public Library",https://wpl.lib.in.us/,http://catalog.wpl.lib.in.us/polaris,Chesterton,IN,19396,306001,21,502.03
17943,"Churubusco Public Library",http://www.buscolibrary.org/,http://50.127.108.106/,Churubusco,IN,5327,53597,42,501
18070,"Clayton-Liberty Township Public Library",https://clayton.lib.in.us/,http://clayton.lib.in.us/catalog.html,Clayton,IN,5772,1702,41,2110
18053,"Clinton Public Library",https://clintonpl.lib.in.us/,http://evergreen.lib.in.us/eg/opac/home?locg=221,Clinton,IN,8447,65714,32,9552
18053,"Clinton Public Library",https://clintonpl.lib.in.us/,http://evergreen.lib.in.us/eg/opac/home?locg=221,Clinton,IN,9119,24207,31,205
10271,"Peabody Public Library",https://www.ppl.lib.in.us/,http://evergreen.lib.in.us/eg/opac/home?locg=284,Columbia City,IN,15323,68354,31,505
17984,"Converse-Jackson Township Public Library",https://www.converselib.org/,https://converselib.follettdestiny.com/common/welcome.jsp?context=saas05_1301722,Converse,IN,2228,-1,42,9526
28405,"Crawfordsville District Public Library",https://www.cdpl.lib.in.us,http://catalog.cdpl.lib.in.us/polaris/,Crawfordsville,IN,24587,50940,32,9570
17911,"Culver-Union Township Public Library",https://culver.lib.in.us/,http://evergreen.lib.in.us/eg/opac/home?locg=132,Culver,IN,3088,5710,42,203.02
18139,"Lincoln Heritage Public Library",https://www.lincolnheritage.lib.in.us/joomla/,http://evergreen.lib.in.us/eg/opac/results?query=&qtype=keyword&fi%3Asearch_format=&locg=191,Dale,IN,11347,14960,42,9527
18069,"Danville-Center Township Public Library",https://dplindiana.org/,http://catalog.dpl.lib.in.us/polaris/,Danville,IN,12167,-1,21,2105.02
17963,"Darlington Public Library",https://darlingtonlibrary.com/,http://darlingtonlibrary.follettdestiny.com/,Darlington,IN,1915,-1,42,9567
4716,"Delphi Public Library",https://www.delphilibrary.org/,https://delphi.librarycatalog.info/polaris/,Delphi,IN,7724,32812,31,9596
17853,"East Chicago Public Library",https://www.ecpl.org/,http://catalog.ecpl.org/,East Chicago,IN,29698,29000,21,309
7589,"Eckhart Public Library",https://epl.lib.in.us/,http://evergreen.lib.in.us/eg/opac/home?locg=316,Eckhart,IN,13665,92182,31,205
18078,"Edinburgh Wright-Hageman Public Library",http://www.edinburgh.lib.in.us/,http://165.139.219.3/webpac/default.asp,Edinburgh,IN,4384,-1,23,6113
1477,"Elkhart Public Library",https://www.myepl.org/,http://pac.elkhart.lib.in.us/Polaris/Search/default.aspx?ctx=1.1033.0.0.1,Elkhart,IN,92236,443692,13,29
7572,"Willard Library of Evansville",https://willard.lib.in.us/,http://w20006.eos-intl.net/W20006/OPAC/Index.aspx,Evansville,IN,117429,71882,12,19
18000,"Fairmount Public Library",https://www.fairmountlibrary.net/,http://opac.fairmountlibrary.net/,Fairmount,IN,4239,272,31,103
18015,"Farmland Public Library",https://farmlandpubliclibrary.org/home/,https://farmland.biblionix.com/catalog/,Farmland,IN,1333,150,41,9519
6824,"Fayette County Public Library",http://www.fcplibrary.lib.in.us/en/,https://evergreen.lib.in.us/eg/opac/home?locg=FAYTC,Fayette County,IN,24277,45000,32,9544
4717,"Flora-Monroe Township Public Library",https://www.flora.lib.in.us/,http://evergreen.lib.in.us/opac/en-US/skin/craftsman/xml/index.xml?ol=fmplf,Flora,IN,2797,48315,42,9598
18063,"Fortville-Vernon Township Public Library",https://www.fvtpl.org/,http://www.fortville.lib.in.us/webpac/,Fortville,IN,11005,1358,21,4102
17995,"Franklin County Public Library District",https://fclibraries.org/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml,Franklin County,IN,11123,13739,42,9697
9761,"Fremont Public Library",https://www.fremont.lib.in.us/,http://ls2.fremont.lib.in.us/#bookriver,Fremont,IN,7041,-1,42,9708
1510,"Fulton County Public Library",https://www.fulco.lib.in.us/,http://catalog.fulco.lib.in.us/ipac20/ipac.jsp?profile=web#focus,Fulton County,IN,16391,74954,42,9531
17925,"Garrett Public Library",https://garrettpl.org,http://evergreen.lib.in.us/eg/opac/home?locg=321,Garrett,IN,9175,25125,31,206.01
6927,"Gary Public Library",https://www.garypubliclibrary.org/,http://opac.garypubliclibrary.org/uhtbin/cgisirsi.exe/x/0/0/57/49?user_id=WEBSRV_EXT&password,Gary,IN,75242,238410573,13,102.05
17998,"Gas City-Mill Township Public Library",http://www.gcmtpl.lib.in.us/,http://gascity.polarislibrary.com/search,Gas City,IN,9126,11267,32,105
13143,"Goshen Public Library",https://goshenpl.lib.in.us/,https://pac.elkhart.lib.in.us/Polaris/Search/default.aspx?ctx=12.1033.0.0.1&type=Keyword,Goshen,IN,37608,117726,13,1
18032,"Bloomfield-Eastern Greene County Public Library",https://bloomfield.lib.in.us/,http://evergreen.lib.in.us/eg/opac/home?locg=114,Greene County,IN,15014,9348,32,9554
1526,"Greenwood Public Library",https://www.greenwoodlibrary.us/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml,Greenwood,IN,31658,147042,21,6103
2917,"Hagerstown-Jefferson Township Public Library",https://hagerstownlibrary.org/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml?ol=64,Hagerstown,IN,3482,3800,42,104
18060,"Hamilton North Public Library",https://www.hnpl.lib.in.us/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml?ol=28,Hamilton County,IN,10368,19300,21,1102.02
4031,"Hammond Public Library",https://www.hammondlibrary.org,https://hammond.tlcdelivers.com/?config=pac#section=home,Hammond,IN,80830,181652,21,206
8510,"Hancock County Public Library",https://hcplibrary.org/,http://hkcp.sirsi.net/uhtbin/cgisirsi/x/x/0/49/,Hancock County,IN,58997,329065,21,4103
18121,"Harrison County Public Library",https://hcpl.lib.in.us/,http://catalog.hcpl.lib.in.us/web/guest/welcome,Harrison County,IN,39364,16035,31,604
17989,"Hartford City Public Library",https://hartfordcity.lib.in.us/,https://evergreen.lib.in.us/eg/opac/,Hartford City,IN,6220,3033,32,9753
3666,"Kokomo-Howard County Public Library",https://www.khcpl.org/,https://khcpl.wise.oclc.org/cgi-bin/bx.pl,Howard County,IN,76265,179162,13,2
17815,"Huntingburg Public Library",https://huntingburglibrary.org/,http://pac.huntingburg.lib.in.us:8888/ipac20/ipac.jsp?profile=dial--1,Huntingburg,IN,9642,5644,32,9538
1547,"Huntington City-Township Public Library",https://www.huntingtonpub.lib.in.us/,http://hctp.ent.sirsi.net/client/default,Huntington,IN,21932,65125,32,9614
2934,"Indianapolis Public Library System",https://www.indypl.org/,https://indypl.bibliocommons.com,Indianapolis,IN,877389,8163617,11,3910
3633,"Jackson County Public Library",https://www.myjclibrary.org/,http://evergreen.lib.in.us/,Jackson County,IN,35296,37259,42,9678
18010,"Jay County Public Library",https://www.jaycpl.lib.in.us/,http://evergreen.lib.in.us/opac/en-US/skin/craftsman/xml/index.xml?ol=JYCPLP,Jay County,IN,17797,2515,32,9631
13182,"Madison-Jefferson County Public Library",https://www.mjcpl.org,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml?l=62&d=1,Jefferson County,IN,32428,46528,32,9666
5711,"Jeffersonville Township Public Library",https://jefflibrary.org/,http://jeffersonville.polarislibrary.com/,Jeffersonville,IN,59062,102649,21,501
3638,"Jennings County Public Library",https://www.jenningslib.org/,http://jpl-verso.auto-graphics.com/,Jennings County,IN,28525,33273,32,9604
2937,"Johnson County Public Library",https://www.pageafterpage.org/,http://infocat.jcplin.org/uhtbin/cgisirsi/0/0/0/60/1180/X,Johnson County,IN,103988,251069,21,6110
9139,"Kendallville Public Library",https://www.kendallvillelibrary.org/,http://evergreen.lib.in.us/eg/opac/home?locg=97,Kendallville,IN,16557,47000,41,9717
17889,"Kentland-Jefferson Township Public Library",https://www.kentland.lib.in.us/,http://www.kentland.lib.in.us:81/m3/apps/m3opac/kentland,Kentland,IN,2140,-1,43,1007
17975,"Kewanna-Union Township Public Library",https://kewanna.lib.in.us/,http://evergreen.lib.in.us/eg/opac/home,Kewanna,IN,1397,11582,42,9533
17957,"Kirklin Public Library",https://kirklinlibrary.com/,http://evergreen.lib.in.us/opac/en-US/skin/craftsman/xml/index.xml?ol=kkpl,Kirklin,IN,1380,-1,42,9501
18007,"Knightstown Public Library",https://knightstown.lib.in.us/,http://opac.libraryworld.com/opac/signin?libraryname=knightstown%20pub,Knightstown,IN,2182,2601,32,9767
157,"Knox County Public Library",https://kcpl.lib.in.us/,http://innopac.kcpl.lib.in.us/,Knox County,IN,33924,26959,33,9554
17883,"La Crosse Public Library",https://www.lacrosselibrary.org/,http://encore.wrlsweb.org/iii/encore/,La Crosse,IN,935,2249,42,429
17964,"Ladoga-Clark Township Public Library",https://ladoga.lib.in.us/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml?ol=59,Ladoga,IN,1841,-1,42,9575
14056,"Lake County Public Library",https://www.lcplin.org,http://pac.lcplin.org/polaris/,Lake County,IN,242837,781051,21,425.05
3679,"Lawrenceburg Public Library District",https://www.lpld.lib.in.us//,http://catalog.lpld.lib.in.us/polaris/,Lawrenceburg,IN,32807,442279,31,803
2956,"Lebanon Public Library",https://leblib.org/,http://157.91.59.228/,Lebanon,IN,18030,49650,31,8105
17935,"Ligonier Public Library",https://www.ligonier.lib.in.us/,http://catalog.ligonier.lib.in.us:210/m3/apps/m3opac/LigonierPublicLibrary,Ligonier,IN,6761,7623,31,9722
18140,"Lowell Public Library",https://www.lowellpl.lib.in.us/,http://hip.lakeco.lib.in.us/ipac20/ipac.jsp?profile=cloru,Lowell,IN,20591,64369,42,434.03
4547,"Marion Public Library",https://www.marion.lib.in.us/,http://www.marion.lib.in.us:8080/ipac20/ipac.jsp?profile=mpl,Marion,IN,29817,32737,32,1
17907,"Mentone Bell Memorial Public Library",https://www.bell.lib.in.us/,http://www.bell.lib.in.us:82/,Mentone,IN,3817,0,42,9624
2984,"Michigan City Public Library",https://www.mclib.org/,http://208.4.85.41:8098/utestcgibin/tramp2.exe/log_in,Michigan City,IN,35339,341220,13,430
18004,"Middletown Fall Creek Township Public Library",https://middletownpubliclibrary.net/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml?ol=107,Middletown,IN,4612,1450,31,9758
17908,"Milford Public Library",https://www.milford.lib.in.us/,http://webcat.milford.lib.in.us/winnebago,Milford,IN,4770,12504,42,9611
158,"Monroe County Public Library",https://mcpl.info/,http://mcpl.monroe.lib.in.us/Search/default.aspx?ctx=1.1033.0.0.7,Monroe County,IN,137974,1330259,13,1
18039,"Montezuma Public Library",http://www.montezuma.lib.in.us/,http://evergreen.lib.in.us/eg/opac/home?locg=274,Montezuma,IN,1438,6650,42,302
17972,"Monticello-Union Township Public Library",https://www.monticello.lib.in.us/,http://evergreen.lib.in.us/opac/en-US/skin/craftsman/xml/index.xml?ol=mutplm,Monticello,IN,10561,10072,32,9586
17990,"Montpelier-Harrison Township Public Library",https://mhtpl.lib.in.us/,http://evergreen.lib.in.us/eg/opac/results,Montpelier,IN,2640,-1,42,9751
10882,"Mooresville Public Library",https://mooresvillelib.org/,http://atlantic.mooresville.lib.in.us/uhtbin/webcat,Mooresville,IN,12973,42377,21,5103
2996,"Morgan County Public Library",https://morgancountylibrary.info/,http://evergreen.lib.in.us/opac/en-US/skin/craftsman/xml/index.xml,Morgan County,IN,55921,52203,21,5109
10952,"Alexandrian Public Library",https://alexandrianpl.org/,http://www.alexcat.apl.lib.in.us/uhtbin/cgisirsi/x/0/49,Mount Vernon,IN,19845,8857,31,406
17905,"Nappanee Public Library",https://www.nappaneelibrary.org/,http://napp-encore.iii.com,Nappanee,IN,10082,16256,31,12
1652,"New Albany-Floyd County Public Library",https://floydlibrary.org/,http://tlc.nafclibrary.org:8080/,New Albany,IN,74578,212706,21,705
1155,"New Castle-Henry County Public Library",https://nchcpl.org/,http://evergreen.lib.in.us/eg/opac/home?locg=NCSTL,New Castle,IN,40389,52133,32,9763
17887,"Newton County Public Library",https://www.newton.lib.in.us/,http://evergreen.lib.in.us/eg/opac/home?locg=265,Newton County,IN,9235,3404,42,1004
4331,"Noble County Public Library",https://www.myncpl.us/,http://catalog.nobleco.lib.in.us/,Noble County,IN,24218,17458,42,9724
696,"Hamilton East Public Library",https://www.hepl.lib.in.us/,https://nobl.ent.sirsi.net/client/en_US/default,Noblesville,IN,140680,960508,21,1106
17899,"North Judson-Wayne Township Public Library",https://njwtpl.blogspot.com/,https://njwtpl.biblionix.com/catalog/,North Judson,IN,4541,8616,42,9542
17988,"North Manchester Public Library",https://www.nman.lib.in.us/,https://nman.biblionix.com/catalog/,North Manchester,IN,6112,60456,32,1022
17811,"Odon Winkelpleck Public Library",https://odon.lib.in.us/,http://evergreen.lib.in.us/,Odon,IN,2840,-1,43,9543
198251,"Ohio County Public Library",https://www.ocpl.lib.in.us/,http://catalog.ocpl.lib.in.us:8080/,Ohio County,IN,6128,6000,42,9657
18132,"Osgood Public Library",https://www.osgoodlibrary.org/,http://webopac.osgoodlibrary.org/,Osgood,IN,10307,9394,42,9686
17949,"Otterbein Public Library",https://opl.lib.in.us/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml?ol=67,Otterbein,IN,1986,771,42,1001
18038,"Owen County Public Library",https://owenlib.org/,http://owco.sirsi.net/uhtbin/cgisirsi/x/x/0/49/,Owen County,IN,21575,23088,42,9558
5902,"Owensville Carnegie Public Library",https://owensvillelibrary.org/,http://www.owensvillelibrary.org/Webopac/,Owensville,IN,4026,9516,42,501
18131,"Paoli Public Library",https://paoli.lib.in.us/,http://evergreen.lib.in.us,Paoli,IN,6031,7800,32,9517
17825,"Perry County Public Library",https://www.tcpclibrary.org/,http://165.138.8.65:215/m3/apps/m3opac/webopac,Perry County,IN,19338,12563,32,9524
17983,"Peru Public Library",https://peru.lib.in.us/,http://evergreen.lib.in.us/eg/opac/home?locg=ppl,Peru,IN,11417,6155,32,9524
17827,"Pike County Public Library",https://pikeco.lib.in.us/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml?ol=93,Pike County,IN,12845,3068,42,9540
4366,"Plymouth Public Library",https://myplymouthlibrary.org,https://plymouthpubliclibrary.bibliocommons.com/,Plymouth,IN,19601,35002,32,205
10992,"Porter County Public Library System",https://pcpls.org/,http://evergreen.lib.in.us/eg/opac/home,Porter County,IN,144947,351059,21,508
17830,"Poseyville Carnegie Public Library",http://www.pcpl.lib.in.us/,https://evergreen.lib.in.us/,Poseyville,IN,4727,-1,42,401
17816,"Princeton Public Library",https://princetonpl.lib.in.us/,http://www.princetonpl.lib.in.us/catalog.htm,Princeton,IN,11864,8886,32,505.02
5896,"Pulaski County Public Library",https://www.pulaskicounty.lib.in.us/,http://catalog.pulaskicounty.lib.in.us/amlibweb/webquery.dll,Pulaski County,IN,10383,41207,32,9590
8549,"Putnam County Public Library District",https://pcpl21.org/,http://catalog.putnam.lib.in.us/polaris/Search/default.aspx?ctx=1.1033.0.0.1,Putnam County,IN,36273,102868,32,9562
17848,"Remington-Carpenter Township Public Library",https://rctpl.lib.in.us/,http://165.139.47.130/district/servlet/presentlistsitesform.do;jsessionid=5FCC65FC3E63E15BB38E841EB192B0A9?districtMode=true,Remington,IN,1953,-1,42,1013
1637,"Morrisson-Reeves Library",https://mrlinfo.org/,http://mrll.ent.sirsi.net,Richmond,IN,51760,95139,32,2
17973,"Royal Center-Boone Township Public Library",https://royalcenterlib.wordpress.com/,http://evergreen.lib.in.us/eg/opac/home?locg=293,Royal Center,IN,1484,2475,42,9511
3058,"Rushville Public Library",https://www.rushvillelibrary.com/,http://rushville.polarislibrary.com/,Rushville,IN,6341,4658,32,9744
18138,"Salem-Washington Township Public Library",https://salemlib.lib.in.us/,http://165.138.126.36/InfoCentre/Welcome.do,Salem,IN,2172,25,42,9520
18138,"Salem-Washington Township Public Library",https://salemlib.lib.in.us/,http://165.138.126.36/InfoCentre/Welcome.do,Salem,IN,10176,6599,32,9675
14033,"Shelby County Public Library",https://www.myshelbylibrary.org/,http://evergreen.lib.in.us/eg/opac/home?locg=276,Shelby County,IN,44436,24100,32,7106.01
18058,"Sheridan Public Library",https://sheridan.lib.in.us/,http://www.sheridan.lib.in.us/webpac/default.htm,Sheridan,IN,4858,8612,41,1103
17941,"South Whitley Community Public Library",https://swcplib.com/,http://evergreen.lib.in.us/opac/en-US/skin/craftsman/xml/index.xml?ol=swctpls,South Whitley,IN,5156,10615,42,503
6447,"Speedway Public Library",https://www.speedway.lib.in.us/,http://webcat.speedway.lib.in.us/cgi-bin/koha/opac-search.pl?q=,Speedway,IN,11812,45008,21,3402.02
17832,"Spencer County Public Library",http://spencercountypubliclibrary.org/,http://evergreen.lib.in.us/opac/en-US/skin/craftsman/xml/index.xml,Spencer County,IN,9605,46648,42,9531
1376,"Carnegie Public Library of Steuben County",https://www.cplsc.org/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml?ol=79,Steuben County,IN,14437,30094,32,9714
18030,"Linton Public Library",http://www.lintonpl.lib.in.us/,http://evergreen.lib.in.us/opac/en-US/skin/craftsman/xml/index.xml?ol=ltpll,Stockton Township,IN,8447,65714,32,9552
18042,"Sullivan County Public Library",https://www.sullivan.lib.in.us/,http://sull.iii.com/,Sullivan County,IN,21475,37995,42,503
18137,"Switzerland County Public Library",https://scpl.us/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml?ol=77,Switzerland County,IN,10613,103504,42,9659
18057,"Thorntown Public Library",https://www.thorntownpl.org/,http://islc.sirsi.net:4752/uhtbin/cgisirsi/x/0/0/57/49?user_id=THORNTWNGUEST,Thorntown,IN,5105,6500,42,8102
1819,"Tippecanoe County Public Library",https://tcpl.lib.in.us/,http://tipcat.tcpl.lib.in.us/uhtbin/webcat2,Tippecanoe County,IN,142817,869188,13,111
1820,"Tipton County Public Library",https://www.tiptoncountylibrary.org/,http://tipton.ipac.sirsidynix.net/ipac20/ipac.jsp?index=.GW&term=,Tipton County,IN,15936,59884,31,204
18019,"Union City Public Library",https://unioncity.lib.in.us/,http://evergreen.lib.in.us/opac/en-US/skin/default/xml/index.xml?ol=ucpluc,Union City,IN,3584,-1,32,9516
18021,"Union County Public Library",http://ww38.ucplibrary.org/,http://www.union-county.lib.in.us:8080/ipac20/ipac.jsp?Catalog=,Union County,IN,7516,6684,42,9607
18002,"Barton Rees Pogue Memorial Public Library",https://upland.lib.in.us/,http://upland.lib.in.us/LightNEasy.php?page=Search,Upland,IN,3845,-1,32,107
17959,"Covington-Veedersburg Public Library",https://www.c-vpl.org,http://evergreen.lib.in.us/eg/opac/home?locg=cvbpl,Veedersburg - Covington,IN,6683,-1,31,9578
1090,"Vigo County Public Library",https://vigolibrary.org/,http://timon.indstate.edu,Vigo County,IN,107848,241226,13,111
9299,"Wabash Carnegie Public Library",https://www.wabash.lib.in.us/,http://catalog.wabash.lib.in.us/polaris/default.aspx,Wabash,IN,10666,53355,32,1028
17882,"Wanatah Public Library",https://wanatahlibrary.com/,https://wanatahlibrary.follettdestiny.com/common/welcome.jsp?context=saas22_1301927,Wanatah,IN,1833,1981,41,429
17931,"Warren Public Library",https://www.warren.lib.in.us/,http://evergreen.lib.in.us/eg/opac/home?locg=227,Warren,IN,2049,3332,42,9621
17846,"Boonville-Warrick County Public Library",https://www.boonvillelib.org/,https://catalog.boonvillelib.org/client/en_US/default/,Warrick County,IN,21940,21801,42,306
1848,"Warsaw Community Public Library",https://www.warsawlibrary.org/,https://ls2.warsawlibrary.org,Warsaw,IN,27780,84701,32,9619
6803,"Avon-Washington Township Public Library",https://avtp.ent.sirsi.net/client/en_US/default/,http://avtp.ent.sirsi.net/client/default,Washington Township,IN,2172,25,42,9520
6803,"Avon-Washington Township Public Library",https://avtp.ent.sirsi.net/client/en_US/default/,http://avtp.ent.sirsi.net/client/default,Washington Township,IN,44764,166463,21,2106.03
17809,"Washington Carnegie Public Library",https://www.washingtonpubliclibrary.org/,http://evergreen.lib.in.us/eg/opac/home?locg=330,Washington,IN,11509,15055,33,9547
